id,name,prefecture,address,phone,website,content,imageUrl,oldId
"k_yff4p0c3_q","錦爛酒造株式会社（錦爛）","山形県","〒999-0214 山形県東置賜郡川西町大字吉田4690","0238-44-2311","(公式サイトなし)","<h2 id=""ha54bcea0cd"">置賜盆地の恵みを醸す</h2><p>川西町の自然豊かな環境で、地域に密着した酒造りを続ける蔵元。地元で愛される、飲み飽きしない素朴で誠実な味わいの日本酒を醸しています。</p>",,"k_yff4p0c3_q"
"y2d5ryy5l7","桜川酒造株式会社（桜川）","山形県","〒999-1351 山形県西置賜郡小国町小坂町224","0238-62-2007","(公式サイトなし)","<h2 id=""hb51e292b3f"">飯豊の山波が育む銘水仕込み</h2><p>小国町の豪雪地帯に位置し、厳しい冬の寒さと飯豊山系の豊富な伏流水が、スッキリとしつつも米の旨味を感じさせるクリアな味わいを生み出しています。</p>",,"y2d5ryy5l7"
"m71v3nubk","野澤酒造店（桜川）","山形県","〒999-1351 山形県西置賜郡小国町","(情報なし)","(公式サイトなし)","<h2 id=""hac861e9ade"">小国町で長年愛される味わい</h2><p>※現在桜川酒造と同一または関連の可能性があります。地元の気候風土を生かした伝統的な味わいを守り続けています。</p>",,"m71v3nubk"
"al6t8bmfjp","株式会社山形本店（男山）","山形県","〒990-0043 山形県山形市本町2-4-16","023-622-3128","(男山酒造と統合)","<h2 id=""hdf79799201"">山形の伝統を紡ぐ</h2><p>男山酒造として長い歴史を持ち、県内外で親しまれる名酒を醸造しています。※男山酒造株式会社のデータをご参照ください。</p>",,"al6t8bmfjp"
"n3u6qqq1aj","酒田米菓株式会社 / オードヴィ庄内（清泉川）","山形県","〒998-0103 山形県酒田市錦町","(情報統合)","(情報統合)","<h2 id=""h04c3434ca1"">庄内の恵み</h2><p>※株式会社オードヴィ庄内のデータをご参照ください。</p>",,"n3u6qqq1aj"
"tc-cghuuy","寿虎屋酒造 / 千代寿虎屋","山形県","〒991-0023 山形県寒河江市","(情報統合)","(情報統合)","<h2 id=""h866f07ca28"">蔵王と月山の恵み</h2><p>※寿虎屋酒造、千代寿虎屋の各データをご参照ください。</p>",,"tc-cghuuy"
"1if1lfg2j9","株式会社佐浦（浦霞）","宮城県","〒985-0052 宮城県塩竈市本町2-19","022-362-4165","https://www.urakasumi.com/","<h2 id=""h6081a0869f"">鹽竈神社の御神酒酒屋としての誇り</h2><p>1724年創業。陸奥国一之宮である鹽竈（しおがま）神社の御神酒酒屋として、長きにわたり品格を守り抜いてきた宮城を代表する名門です。「きょうかい12号酵母」の発祥蔵でもあり、海の幸に寄り添う穏やかで気品ある味わいが特徴です。</p>",,"1if1lfg2j9"
"ocl_-qo_z4i","株式会社一ノ蔵（一ノ蔵 / すず音）","宮城県","〒989-4305 宮城県大崎市松山千石字大欅14","0229-55-3322","https://ichinokura.co.jp/","<h2 id=""h1d9c4fd920"">4つの蔵が一つになった、宮城の巨大地酒蔵</h2><p>昭和48年、県内の4つの歴史ある酒蔵が企業合同して誕生。手造りの良さを大切にしながら、良質な日本酒を安定供給しています。発泡清酒のパイオニア「すず音」の開発など、常に新しい日本酒の楽しみ方を提案し続けています。</p>",,"ocl_-qo_z4i"
"au0qc0pd15","株式会社新澤醸造店（伯楽星 / あたごのまつ）","宮城県","〒989-6105 宮城県大崎市三本木字北町63","0229-52-3002","https://niizawa-brewery.co.jp/","<h2 id=""hd8db1304e8"">究極の食中酒を体現する「伯楽星」</h2><p>お酒単体で主張しすぎず、料理の味を引き立てる「究極の食中酒」をコンセプトに掲げる実力派蔵。マイナス5度での徹底した冷蔵管理を行い、常にフレッシュな状態を保持。精米歩合0.85%の「残響」など限界への挑戦も行っています。</p>",,"au0qc0pd15"
"i_wjk4d70m63","株式会社平孝酒造（日高見）","宮城県","〒986-0814 宮城県石巻市清水町1丁目5-3","0225-22-0161","(公式サイトなし)","<h2 id=""haaf4cda86e"">魚介の宝庫・石巻で「魚でやるなら日高見」</h2><p>1861年創業。世界三大漁場の一つ、三陸沖を控える石巻に蔵を構え、地元の新鮮な魚介類、特に「寿司」に合う日本酒造りに徹底的にこだわっています。魚の脂をスッと洗い流し、旨味を引き立てるキレの良い端麗辛口が絶品です。</p>",,"i_wjk4d70m63"
"nvpes51-w","仙台伊澤家 勝山酒造株式会社（勝山）","宮城県","〒981-3206 宮城県仙台市泉区館2丁目21-2","022-348-2611","https://www.katsuyama-sake.jp/","<h2 id=""h2773ce639c"">伊達家御用蔵の格式と革新</h2><p>1688年創業。仙台藩伊達家の御用蔵として唯一現存する格式高い酒蔵です。遠心分離機を導入するなど最新技術を取り入れ、純米大吟醸を中心とした世界基準のラグジュアリーな味わい（モダンサケ）を確立しています。</p>",,"nvpes51-w"
"hpf8-8fxstbu","合名会社寒梅酒造（宮寒梅）","宮城県","〒989-6213 宮城県大崎市古川柏崎字丸山34","0229-26-2037","https://miyakanbai.com/","<h2 id=""h4eadfd843f"">「こころに春をよぶお酒」</h2><p>1918年創業。自社栽培の酒造好適米を中心に使用し、全量純米造りにこだわる酒蔵。果実のような華やかな香りと、お米の優しい甘味が特徴で、一口飲めばパッと笑顔になるような、親しみやすくも洗練された味わいです。</p>",,"hpf8-8fxstbu"
"79xez9j8z","墨廼江酒造株式会社（墨廼江）","宮城県","〒986-0815 宮城県石巻市中島町1-2","0225-22-0248","(公式サイトなし)","<h2 id=""h52bced973d"">石巻の海と調和する、透明感のある辛口</h2><p>1845年創業。旧北上川の河口、石巻市に位置する酒蔵です。「綺麗・柔らか・気品」をテーマに、香りは穏やかで口当たりは非常に滑らか。スッと消えていくキレの良さを持つ、透明感に溢れた気品のある辛口を醸しています。</p>",,"79xez9j8z"
"ip8z3qlxh2l","萩野酒造株式会社（萩の鶴 / 日輪田）","宮城県","〒989-5402 宮城県栗原市金成有壁新町52","0228-44-2214","https://www.hagino-shuzou.co.jp/","<h2 id=""h66a3d835d9"">旧奥州街道の宿場町で醸す癒やしの酒</h2><p>1840年創業。参勤交代の際に大名が宿泊した本陣の面影を残す歴史ある酒蔵です。王道の「萩の鶴」に加え、山廃仕込みの「日輪田」、猫ラベルで人気の「こたつネコ」など、確かな技術に遊び心を加えたお酒を造り出しています。</p>",,"ip8z3qlxh2l"
"rx74ottpe3","株式会社大沼酒造店（乾坤一）","宮城県","〒989-1305 宮城県柴田郡村田町大字村田字町56-1","0224-83-2025","(公式サイトなし)","<h2 id=""hbcce555f0c"">「ササニシキ」で醸す、宮城の究極の食中酒</h2><p>1712年創業。「みちのくの小京都」と呼ばれる村田町に位置します。食用米である「ササニシキ」をいち早く酒造りに取り入れ、そのポテンシャルを証明した名蔵。米の自然な旨味とスッキリとした後味がどんな料理とも見事に調和します。</p>",,"rx74ottpe3"
"xsmwyjdlx3","蔵王酒造株式会社（蔵王）","宮城県","〒989-0275 宮城県白石市字西益保安町43","0224-25-3355","https://www.zaoshuzo.com/","<h2 id=""h07ce9b0e89"">心を打つ（Kokoro）モダンな酒造りへの進化</h2><p>1873年創業。蔵王連峰の豊かな伏流水を仕込み水に使用しています。近年、若き蔵人たちが中心となって立ち上げた「蔵王 Kシリーズ」が、華やかな香りとフレッシュな酸味で全国的なブレイクを果たしています。</p>",,"xsmwyjdlx3"
"g3c47rr8s2","阿部勘酒造株式会社（阿部勘）","宮城県","〒985-0042 宮城県塩竈市西町3-9","022-362-0251","https://www.abekan.com/","<h2 id=""h4ca7d3f59a"">伊達藩の御用蔵、塩竈の小規模名蔵</h2><p>1716年創業。鹽竈神社への御神酒を醸造するために伊達藩から命じられた由緒ある酒蔵です。生産量は極めて少ないものの、魚介類（特にマグロなど）の旨味を引き立てる、上質で透明感のある純米酒に定評があります。</p>",,"g3c47rr8s2"
"mssg3qx_h1","株式会社山和酒造店（山和 / わしが國）","宮城県","〒981-4241 宮城県加美郡加美町字南町109-1","0229-63-3010","(公式サイトなし)","<h2 id=""h8ebec88f6a"">シンプルに「美味しい」を追求する山和</h2><p>1896年創業。地元で長く愛される「わしが國」を醸す傍ら、特約店限定ブランドとして立ち上げた「山和（やまわ）」が全国で高く評価されています。派手すぎない上品な香りと、美しい酸味が織りなす極上の食中酒です。</p>",,"mssg3qx_h1"
"xfefcz6-x","株式会社中勇酒造店（天上夢幻 / 鳴瀬川）","宮城県","〒981-4241 宮城県加美郡加美町字南町166","0229-63-2018","https://nakayu.jp/","<h2 id=""h0459506870"">奥羽山脈の伏流水と伝統の技</h2><p>1906年創業。奥羽山脈から流れる鳴瀬川の豊かな伏流水を使用。「天上夢幻」は、その名の通り夢や幻のように美しく、スッキリとした端麗な味わいが特徴。近年は若き蔵元による新しい酒造りにも挑戦しています。</p>",,"xfefcz6-x"
"44ft4i0zf85","株式会社田中酒造店（真鶴）","宮城県","〒981-4241 宮城県加美郡加美町字西町88-1","0229-63-3005","(公式サイトなし)","<h2 id=""hf774b8a36c"">歴史ある城下町で醸す、地元密着の地酒</h2><p>寛政元年（1789年）創業。加美町の豊かな自然の中で、長きにわたり地元の人々に愛され続ける銘柄「真鶴」を醸しています。手造りの温もりが感じられる、米の旨味を活かした素朴で優しい味わいが特徴です。</p>",,"44ft4i0zf85"
"263xqszw90w8","川敬商店（黄金澤 / 橘屋）","宮城県","〒987-0004 宮城県遠田郡美里町字牛飼大沢83","0229-32-2003","https://www.koganesawa.com/","<h2 id=""haecfd2a907"">伝統の山廃仕込みを守る名門</h2><p>1902年創業。女性杜氏である川名由倫氏を中心に、全国新酒鑑評会で驚異的な連続金賞記録を持つ実力派。伝統的な「山廃仕込み」を得意とし、豊かな酸味と奥深いコクが見事に調和した美酒を醸し出しています。</p>",,"263xqszw90w8"
"cgp939yo6vhu","金の井酒造株式会社（綿屋）","宮城県","〒987-2215 宮城県栗原市一迫字川口町27","0228-52-2002","https://kingen.co.jp/","<h2 id=""h12dab325e8"">「料理と結ばれる酒」を追求する小規模蔵</h2><p>1915年創業。栗原市の自然豊かな環境で、料理を引き立てることに特化した銘柄「綿屋（わたや）」を醸しています。米の品種や精米歩合の違いを繊細に表現し、和食だけでなくフレンチやイタリアンとも見事に調和します。</p>",,"cgp939yo6vhu"
"5s0ai-0imp","千田酒造株式会社（栗駒山）","宮城県","〒989-5301 宮城県栗原市栗駒岩ヶ崎上町南45","0228-45-1016","(公式サイトなし)","<h2 id=""hd8a99945fb"">栗駒山麓の伏流水で醸す透明感</h2><p>大正9年創業。名峰・栗駒山の清冽な伏流水を使用し、徹底した小仕込みで手造りの酒を醸しています。雑味がなくスッキリとした透明感のある味わいは、地元のみならず全国の地酒ファンから高く評価されています。</p>",,"5s0ai-0imp"
"qv7shlu5nm43","石越醸造株式会社（澤乃泉）","宮城県","〒989-4701 宮城県登米市石越町南郷字矢作112","0228-34-2001","https://sawanoizumi.jp/","<h2 id=""ha3ebcc56f3"">「米のふるさと」登米で醸すふくよかな酒</h2><p>大正9年創業。ササニシキなどの米どころとして知られる登米市で、地元産米をふんだんに使用した酒造りを行っています。お米のふくよかな甘味と旨味が優しく広がる、地元密着型の心温まる味わいです。</p>",,"qv7shlu5nm43"
"fzhsh7jnh","株式会社男山本店（蒼天伝 / 伏見男山）","宮城県","〒988-0053 宮城県気仙沼市八日町1丁目2-15","0226-24-8088","https://www.kesennuma.co.jp/","<h2 id=""hd1a5e7b8eb"">気仙沼の海と空を映す「蒼天伝」</h2><p>1912年創業。港町・気仙沼で、海の男たちに愛されてきた辛口の「伏見男山」と、気仙沼の蒼い海と空をイメージした新ブランド「蒼天伝」を展開。震災を乗り越え、新鮮な海の幸に寄り添う爽やかな味わいを全国に届けています。</p>",,"fzhsh7jnh"
"8xx9afjj00lv","株式会社角星（水鳥記 / 両国）","宮城県","〒988-0021 宮城県気仙沼市魚町2丁目1-17","0226-22-0007","https://kakuboshi.co.jp/","<h2 id=""h9357a74870"">気仙沼の風土を刻む「水鳥記」</h2><p>1906年創業。気仙沼市で長年「両国」という銘柄で親しまれてきた酒蔵です。「水鳥記（すいちょうき）」は「酒」という字を分解して名付けられたブランド。フルーティーな香りと、港町の魚介に合うスッキリとした後味が魅力です。</p>",,"8xx9afjj00lv"
"occ0qpfbbua","有限会社佐々木酒造店（宝船 浪の音 / 閖）","宮城県","〒981-1224 宮城県名取市増田字町23","022-382-2011","https://sasaki-shuzo.com/","<h2 id=""h61a90e1e63"">閖上（ゆりあげ）から名取へ、奇跡の復活</h2><p>1871年創業。東日本大震災の津波で閖上地区にあった蔵が全壊しましたが、日本最年少（当時）の杜氏となった弟と兄の二人三脚で見事に復活。名取市に新設された蔵で、力強くもフレッシュな次世代の日本酒を醸しています。</p>",,"occ0qpfbbua"
"8_es9i_5h3na","大和蔵酒造株式会社（雪の松島）","宮城県","〒981-3621 宮城県黒川郡大和町吉岡字上柴崎110-2","022-345-3101","https://taiwa-gura.co.jp/","<h2 id=""hf0265b4ad4"">「超辛口」の代名詞・雪の松島</h2><p>平成8年設立と比較的新しい酒蔵ですが、日本三景・松島の名を冠する「雪の松島」ブランドを引き継ぎ、安定した高品質な酒造りを行っています。特に「超辛口（+20）」は、全国の辛口ファンから絶大な支持を集めています。</p>",,"8_es9i_5h3na"
"1qxe9ssbu-4h","株式会社内ヶ崎酒造店（鳳陽）","宮城県","〒981-3311 宮城県富谷市富谷字町27","022-358-2026","https://www.uchigasaki.com/","<h2 id=""h8f31f779d2"">宮城県最古の酒蔵</h2><p>1661年（寛文元年）創業。伊達政宗の長女・五郎八姫の隠居所であった富谷の地で、宮城県内で最も古い歴史を持つ酒蔵です。スッキリとしたキレのある辛口が特徴で、古酒の熟成にも力を入れています。</p>",,"1qxe9ssbu-4h"
"dad_uw9snquc","森民酒造本家（森乃菊川）","宮城県","〒984-0065 宮城県仙台市若林区荒町53","022-222-6645","https://moritami.jp/","<h2 id=""h10d2b9c5d2"">仙台の街中で続く、伝統の手造り</h2><p>1849年創業。仙台市若林区の市街地に位置する、歴史ある酒蔵です。創業以来の伝統的な手造りの製法を守り、生産量は少ないながらも、お米のふくよかな旨味を感じられる、日々の食卓に寄り添うお酒を造り続けています。</p>",,"dad_uw9snquc"
"fko6jp-wdp","株式会社南部美人（南部美人）","岩手県","〒028-6101 岩手県二戸市福岡上町13","0195-23-3133","https://www.nanbubijin.co.jp/","<h2 id=""h38f8094641"">世界に羽ばたく「綺麗で美しい酒」</h2><p>1902年創業。「綺麗で美しい酒を造りたい」という思いから名付けられ、IWCチャンピオン・サケを受賞。雑味がなく上品で華やかな味わいは、日本酒を世界へ発信するパイオニアとして高く評価されています。</p>",,"fko6jp-wdp"
"e1kkywlqc-0","赤武酒造株式会社（AKABU）","岩手県","〒020-0856 岩手県盛岡市南仙北2丁目2-54","019-636-5380","https://www.akabu1.com/","<h2 id=""h64ef80c35d"">若き情熱が醸す、岩手の新星</h2><p>東日本大震災での蔵全壊を乗り越え、盛岡で復活。20代の若き杜氏を中心に「AKABU」ブランドを立ち上げ、メロンやリンゴのようなフレッシュな果実味と美しい酸味で瞬く間に全国区の人気蔵となりました。</p>",,"e1kkywlqc-0"
"6stbyitfo6b1","株式会社あさ開（あさ開）","岩手県","〒020-0828 岩手県盛岡市大慈寺町10-34","019-652-3111","https://www.asabiraki-net.jp/","<h2 id=""h835e4aa932"">南部杜氏の技が光る盛岡の顔</h2><p>明治4年創業。万葉集の和歌に由来し、船が早朝に漕ぎ出す際の祝詞から名付けられました。日本最大の杜氏集団「南部杜氏」の卓越した技術により、全国新酒鑑評会で幾度も最高賞を受賞する名門です。</p>",,"6stbyitfo6b1"
"lgv45lz9s4","菊の司酒造株式会社（菊の司 / 七福神）","岩手県","〒020-0585 岩手県岩手郡雫石町長山狼沢11-1","019-624-1311","https://www.kikunotsukasa.jp/","<h2 id=""had86033789"">岩手県最古の歴史と新たな挑戦</h2><p>1772年（安永元年）創業。岩手県で最も古い歴史を持つ酒蔵です。近年、水と自然の豊かな雫石町へ蔵を移転し、最新の醸造設備を導入。穏やかな香りとスッキリとしたキレの良い辛口が幅広い料理を引き立てます。</p>",,"lgv45lz9s4"
"rmbp9iy-2","株式会社桜顔酒造（桜顔）","岩手県","〒020-0871 岩手県盛岡市中ノ橋通2丁目11-53","022-225-5028","https://sakuragao.com/","<h2 id=""ha967f5e6cb"">飲んで「桜顔」になる心温まる酒</h2><p>美味しいお酒を飲んで、ほんのり桜色に染まった笑顔（桜顔）になってほしいという願いが込められた盛岡の酒蔵。スッキリとした飲み口と飲み飽きしない穏やかな味わいが、日々の晩酌のお供として親しまれています。</p>",,"rmbp9iy-2"
"g06w422ldcl","株式会社わしの尾（鷲の尾）","岩手県","〒028-7111 岩手県八幡平市大更第22地割158","0195-76-3211","https://www.washinoo.co.jp/","<h2 id=""hac6858ad89"">八幡平の自然が育む、地元に愛される地酒</h2><p>1829年創業。雄大な岩手山と八幡平の麓に位置し、生産量の大部分が地元で消費される「地酒中の地酒」。冷やしてもお燗にしても美味しい、地域に根ざした温もりのある味わいを追求しています。</p>",,"g06w422ldcl"
"gbqse3xu5","吾妻嶺酒造店（吾妻嶺）","岩手県","〒028-3304 岩手県紫波郡紫波町二日町字洲崎135-1","019-672-2202","https://www.azumamine.com/","<h2 id=""hae19b59a84"">南部杜氏発祥の地で最古級の歴史</h2><p>1781年創業。南部杜氏発祥の地とされる銘醸地・紫波町において最も古い歴史を持つ酒蔵の一つ。伝統を守りながらも、華やかな香りとスッと消えていく透明感のある美しい味わいを表現しています。</p>",,"gbqse3xu5"
"covlco8x3","有限会社月の輪酒造店（月の輪）","岩手県","〒028-3305 岩手県紫波郡紫波町高水寺字向畑101","019-672-1133","https://www.tsukinowa-iwate.com/","<h2 id=""h994ca86810"">女性杜氏が牽引する実力派</h2><p>1886年創業。早くから女性杜氏が活躍してきたことで知られ、もち米を100%使用した純米酒など独創的な取り組みにも挑戦。全体的に米のふくよかな旨味と甘味が感じられる、優しくも芯のある味わいが特徴です。</p>",,"covlco8x3"
"p9p5fhxt9tw","株式会社廣田酒造店（廣喜）","岩手県","〒028-3303 岩手県紫波郡紫波町宮手字泉屋敷2-4","019-673-7706","https://hirotashuzo.ne.jp/","<h2 id=""h531bb34639"">「酸」を活かすモダンな南部酒</h2><p>1903年創業。紫波町の豊かな自然の中で、女性杜氏を中心に新しい酒造りに挑戦。「酸基醴酛（さんきあまざけもと）」という古典的な製法を取り入れ、力強い酸味と旨味が調和したモダンな味わいを展開しています。</p>",,"p9p5fhxt9tw"
"2e0-4p81j","株式会社紫波酒造店（紫宙 / 廣野君）","岩手県","〒028-3311 岩手県紫波郡紫波町水分字下川原26","019-673-7463","https://www.shiwa-shuzouten.com/","<h2 id=""hdb5b7027fd"">新ブランド「紫宙」の圧倒的な果実味</h2><p>近年体制を一新し、女性杜氏が立ち上げた新ブランド「紫宙（しそら）」が全国で大ブレイク。フレッシュで弾けるような果実味と、ジューシーな旨味が特徴で、現代の日本酒ファンを魅了し続けています。</p>",,"2e0-4p81j"
"cq1da6l7jk","株式会社高橋酒造店（堀の井）","岩手県","〒028-3323 岩手県紫波郡紫波町星山字村井133","019-672-3131","(公式サイトなし)","<h2 id=""hd99460047d"">紫波の風土をそのままに</h2><p>大正11年創業。南部杜氏の里・紫波町にある小規模な酒蔵。仕込み水に良質な地下水を使用し、地元の人々に長年愛される、手造りの温もりと優しさを感じる昔ながらの地酒を醸しています。</p>",,"cq1da6l7jk"
"h6pt8nxv7","川村酒造店（酉与右衛門 / よえもん）","岩手県","〒028-3203 岩手県花巻市石鳥谷町好地12-132","0198-45-2226","(公式サイトなし)","<h2 id=""h011086d07e"">完全無濾過にこだわる情熱の純米酒</h2><p>1922年創業。全量純米造り・完全無濾過にこだわり、炭素濾過を一切行わずお米本来の黄金色をしています。ガツンとくる力強い酸味と重厚な旨味は、熟成や熱燗でさらに化ける玄人好みの一本です。</p>",,"h6pt8nxv7"
"ewl2ci46s4","喜久盛酒造株式会社（タクシードライバー）","岩手県","〒024-0012 岩手県北上市平沢5-103","0197-65-3122","https://kikuzakari.jp/","<h2 id=""h9b08dde77f"">個性が光る、異端にして正統な酒造り</h2><p>1894年創業。全量純米酒での醸造にこだわり、映画のタイトルのような強烈なネーミングとラベルで話題の「タクシードライバー」などを展開。奇抜な見た目とは裏腹に、極めて本格的で旨味のある純米酒です。</p>",,"ewl2ci46s4"
"f8enmdka8lva","上閉伊酒造株式会社（国華の薫 / 遠野小町）","岩手県","〒028-0541 岩手県遠野市青笹町糠前31-19-7","0198-62-2002","https://kamihei-shuzo.jp/","<h2 id=""h355f4e4dde"">民話の里・遠野で醸す地酒</h2><p>寛政元年（1789年）創業。民話の里として知られる遠野市に位置し、日本酒だけでなくクラフトビール（遠野麦酒 ZUMONA）の製造も行っています。遠野の冷涼な気候を活かした、スッキリと清らかな味わいが特徴です。</p>",,"f8enmdka8lva"
"10cub0wtwx","泉金酒造株式会社（龍泉八重桜）","岩手県","〒027-0501 岩手県下閉伊郡岩泉町岩泉字太田30","0194-22-3211","https://www.senkinshuzo.co.jp/","<h2 id=""h8bba213511"">日本三大鍾乳洞・龍泉洞の水で仕込む</h2><p>安政元年（1854年）創業。名水百選にも選ばれている龍泉洞の地底湖から湧き出る、ミネラル豊富な水を仕込み水に使用しています。驚くほど柔らかく、優しく澄み切った口当たりが特徴の名酒です。</p>",,"10cub0wtwx"
"vkiu2j-xn","株式会社菱屋酒造店（千両男山）","岩手県","〒027-0083 岩手県宮古市大通1-2-19","0193-62-2111","https://www.hishiya-shuzo.com/","<h2 id=""h882e58f9df"">三陸・宮古の海を愛する辛口酒</h2><p>1852年創業。本州最東端の港町・宮古市で、長年地元の漁師たちに愛されてきた酒蔵です。銘柄「千両男山」は、新鮮な海の幸との相性を第一に考えられた、キレ味鋭いスッキリとした辛口が特徴です。</p>",,"vkiu2j-xn"
"05wv-jb33fw9","株式会社浜千鳥（浜千鳥）","岩手県","〒026-0045 岩手県釜石市新町6-33","0193-23-5613","https://hamachidori.net/","<h2 id=""h9f880dcd19"">陸中海岸・釜石の自然と調和する酒</h2><p>1923年創業。鉄と魚の町、釜石市に位置し「自然とひとつになった酒造り」をテーマにしています。北上山系の伏流水を使用し、三陸の新鮮な魚介料理の味わいを引き立てるスッキリとした端麗な味わいです。</p>",,"05wv-jb33fw9"
"gf1k_j106f","酔仙酒造株式会社（酔仙 / 雪っこ）","岩手県","〒029-2205 岩手県陸前高田市高田町字大隅9","0192-55-3141","https://suisenshuzo.jp/","<h2 id=""h91e78f42b8"">震災から立ち上がった三陸の誇り</h2><p>東日本大震災での蔵全壊から見事な復活を遂げました。三陸の魚介に合うスッキリとしたお酒のほか、冬季限定の白い活性原酒「雪っこ」は、とろりとした甘さと力強いアルコール感で全国に熱狂的なファンを持ちます。</p>",,"gf1k_j106f"
"wvkw_mtnblt","世嬉の一酒造株式会社（世嬉の一）","岩手県","〒021-0885 岩手県一関市田村町5-42","0191-21-1144","https://sekinoichi.co.jp/","<h2 id=""h5acec9f2d7"">世の人々を嬉しくする酒</h2><p>大正7年創業。社名には「世の人々を嬉しくする一番の酒造り」という意味が込められています。歴史ある蔵群は国の登録有形文化財に指定され、日本酒と共にクラフトビール（いわて蔵ビール）でも高い評価を得ています。</p>",,"wvkw_mtnblt"
"d3_qnsuxg7i","磐乃井酒造株式会社（磐乃井 / 百磐）","岩手県","〒029-0302 岩手県一関市東山町長坂字町46","0191-47-2230","https://iwanoi.co.jp/","<h2 id=""h8c3f773324"">名勝・猊鼻渓のほとりで醸す</h2><p>1903年創業。日本百景の一つ「猊鼻渓（げいびけい）」のすぐそばに位置します。近年立ち上げた限定流通ブランド「百磐（ひゃくばん）」が、フレッシュでジューシーな次世代の味わいとして全国的に注目を集めています。</p>",,"d3_qnsuxg7i"
"b21jue0pp-b","両磐酒造株式会社（関山）","岩手県","〒021-0026 岩手県一関市山目字前田13","0191-23-4560","(公式サイトなし)","<h2 id=""h8e01a88b5d"">一関の歴史と伝統を守る</h2><p>昭和19年に一関地方の酒造店が合同して設立。代表銘柄「関山（かんざん）」は、中尊寺の山号に由来します。地元一関の豊かな米と水を用い、日々の食卓で愛されるスッキリとしたキレの良い酒を醸しています。</p>",,"b21jue0pp-b"
"9bvjoa67zf","株式会社福来（福来）","岩手県","〒028-0063 岩手県久慈市荒町2-35","0194-53-2244","http://fukurai.com/","<h2 id=""h6621832fd2"">北三陸・久慈の祝い酒</h2><p>明治40年創業。NHKの連続テレビ小説「あまちゃん」の舞台としても知られる久慈市で唯一の酒蔵。「福が来るように」との願いが込められた銘柄は、北三陸の海の幸によく合う、米の旨味を活かした芳醇な味わいです。</p>",,"9bvjoa67zf"
"qsp4i4nytim","廣木酒造本店（飛露喜 / 泉川）","福島県","〒969-6543 福島県河沼郡会津坂下町字市中二番甲3574","0242-83-2104","(公式サイトなし)","<h2 id=""h3a70844425"">「無濾過生原酒」というジャンルを創った伝説</h2><p>廃業の危機を乗り越え、ありのままの美味しさを伝える「無濾過生原酒」を世に送り出した飛露喜。その濃厚な旨味と力強さは、日本酒界に衝撃を与え、現在のトレンドの礎を築きました。</p>",,"qsp4i4nytim"
"tsmd1_5vdf","宮泉銘醸株式会社（寫樂 / 宮泉）","福島県","〒965-0872 福島県会津若松市東栄町8-7","0242-27-3288","http://www.miyaizumi.co.jp/","<h2 id=""h247efaba57"">果実のようなジューシーさと抜群のキレ</h2><p>会津若松のシンボル・鶴ヶ城のすぐそばに蔵を構える宮泉銘醸。口に含んだ瞬間の華やかな果実味と綺麗に消えていくキレの良さが特徴。米ごとの個性を鮮やかに描き出すトップブランドです。</p>",,"tsmd1_5vdf"
"11uerge02","大七酒造株式会社（大七）","福島県","〒964-0902 福島県二本松市竹田1-66","0243-23-0007","https://www.daishichi.com/","<h2 id=""hbd2904d1cf"">全量「生酛（きもと）造り」を貫く確固たる信念</h2><p>1752年創業。日本酒の最も伝統的で手間のかかる「生酛造り」を全ての商品で実践する、全国でも極めて稀有な酒蔵です。超扁平精米による奥深いコクと旨味は世界中で高く評価されています。</p>",,"11uerge02"
"81duuencop","曙酒造株式会社（天明 / 一生青春）","福島県","〒969-6567 福島県河沼郡会津坂下町字戌亥乙2","0242-83-2065","https://akebono-syuzou.com/","<h2 id=""hc0f4755889"">透明感と「酸」の芸術</h2><p>1904年創業。冷蔵設備の徹底による温度管理を行い、瑞々しく透明感のある酒質を追求しています。「天明」ブランドは、食事を爽やかに彩る美しい「酸味」の表現に定評があります。</p>",,"81duuencop"
"yiz34ozu4","高橋庄作酒造店（会津娘）","福島県","〒965-0844 福島県会津若松市門田町大字一ノ堰字村東115","0242-27-0108","https://aizumusume.a.la9.jp/","<h2 id=""hd4c960d40a"">「土産土法」の精神を体現する純会津の酒</h2><p>その土地の米と水、その土地の手法で酒を造る「土産土法」の精神を貫く名蔵。会津の契約農家と共に酒米を育て、田んぼごとの微細な味わいの違い（テロワール）を表現する究極のこだわりを持ちます。</p>",,"yiz34ozu4"
"jc2fz2y7710i","松崎酒造株式会社（廣戸川）","福島県","〒962-0203 福島県岩瀬郡天栄村大字下松本字要谷47-1","0248-82-2022","https://matsuzakisyuzo.com/","<h2 id=""h02790bddfb"">若き天才杜氏が放つ、究極の「癒やし酒」</h2><p>1892年創業。若くして杜氏に就任した松崎祐行氏が醸す「廣戸川」は全国新酒鑑評会で金賞を連発。絹のようになめらかな旨味が優しく広がり、飲む人の心をフッと解きほぐす圧倒的な癒やしを持ちます。</p>",,"jc2fz2y7710i"
"8obttyjp1","鶴乃江酒造株式会社（会津中将 / ゆり）","福島県","〒965-0044 福島県会津若松市七日町2-46","0242-27-0139","https://www.tsurunoe.com/","<h2 id=""he280568f6a"">会津藩の誇り「会津中将」を冠する老舗</h2><p>1794年創業。会津藩主・松平容保公の官名にちなんだ銘柄「会津中将」は、会津の誇りを背負う王道の旨口酒。女性杜氏が手掛ける「ゆり」は繊細で優しい香りが特徴です。</p>",,"8obttyjp1"
